onset	duration	trial_type	rt	resp
0.0004165999998804182	0.5926582999964012	fixation_1	999	999
0.5932846999930916	3.048131400006241	face	999	999
3.641463099993416	0.5926582999964012	fixation_2	999	999
4.19257739999739	1.0016113000019686	feedback loss	999	999
5.194200900004944	2.016612499995972	ITI	999	999
7.22623190000013	0.6012838000024203	fixation_1	999	999
7.827714200000628	3.0459036999964155	face	999	999
10.873662600002717	0.6012838000024203	fixation_2	999	999
11.428078400000231	1.0000701999961166	feedback win	999	999
12.428159999995842	2.017088299995521	ITI	999	999
