onset	duration	trial_type	rt	resp
0.0003968999953940511	0.5953297000087332	fixation_1	999	999
0.5959256999922218	3.0441344999999274	face	999	999
3.6401055000023916	0.5953297000087332	fixation_2	999	999
4.196412999997847	1.000177599999006	feedback win	999	999
5.196600199997192	5.3164727999974275	ITI	999	999
10.528036299991072	0.5861508000089088	fixation_1	999	999
11.114390999995521	3.044101999999839	face	999	999
14.158539500000188	0.5861508000089088	fixation_2	999	999
14.714524199996958	1.000076900003478	feedback loss	999	999
15.714611399991554	1.1173274000029778	ITI	999	999
16.842946399992798	0.5885959000006551	fixation_1	999	999
17.431740999993053	3.0438692000025185	face	999	999
20.475655599992024	0.5885959000006551	fixation_2	999	999
21.032502200003364	1.0001618999958737	feedback win	999	999
22.03267380000034	1.1172574999945937	ITI	999	999
23.161062500003027	0.6048523999925237	fixation_1	999	999
23.766118100000313	3.0440703999920515	face	999	999
26.81023400000413	0.6048523999925237	fixation_2	999	999
27.366536200002884	1.0000319999962812	feedback win	999	999
28.36657830000331	3.216573599987896	ITI	999	999
31.594330799998716	0.60612470000342	fixation_1	999	999
32.200651899998775	3.0449613999953726	face	999	999
35.24565939999593	0.60612470000342	fixation_2	999	999
35.80108669999754	1.0000484000047436	feedback loss	999	999
36.80114529999264	5.316527100003441	ITI	999	999
42.12893740000436	0.5897320999938529	fixation_1	999	999
42.71887169999536	3.0435869000066305	face	999	999
45.76250290000462	0.5897320999938529	fixation_2	999	999
46.30265630000213	1.0000333999923896	feedback loss	999	999
47.30269959999714	3.2164915000030305	ITI	999	999
50.530638800002635	0.5892077999887988	fixation_1	999	999
51.120040800000424	3.0434636999998474	face	999	999
54.163551499994355	0.5892077999887988	fixation_2	999	999
54.70384040000499	1.000256499988609	feedback win	999	999
55.70410649999394	3.216393100010464	ITI	999	999
58.93311349999567	0.6047053000074811	fixation_1	999	999
59.53801540000131	3.044409199996153	face	999	999
62.58246989999316	0.6047053000074811	fixation_2	999	999
63.13839110000117	1.0000661999947624	feedback loss	999	999
64.13846719999856	1.1172712999978103	ITI	999	999
65.26755150000099	0.6045356999966316	fixation_1	999	999
65.87229060000391	3.0444474999967497	face	999	999
68.91678539999702	0.6045356999966316	fixation_2	999	999
69.4727142000047	1.000229400000535	feedback win	999	999
70.47295369999483	1.117383400007384	ITI	999	999
71.60195090000343	0.6044421999977203	fixation_1	999	999
72.2065935999999	3.042963999992935	face	999	999
75.24960539999302	0.6044421999977203	fixation_2	999	999
75.79027929999575	1.000145900005009	feedback win	999	999
76.79043490000186	1.1174700999981724	ITI	999	999
77.91963839999516	0.6043516000063391	fixation_1	999	999
78.5241917999956	3.0429283999983454	face	999	999
81.56716579999193	0.6043516000063391	fixation_2	999	999
82.10788979999779	1.000069400004577	feedback loss	999	999
83.10796939999273	3.2165233999985503	ITI	999	999
86.33635749999667	0.588787400003639	fixation_1	999	999
86.92534109999542	3.044717500000843	face	999	999
89.97010259999661	0.588787400003639	fixation_2	999	999
90.52562410000246	1.0001516999909654	feedback loss	999	999
91.52578559999529	1.117569000009098	ITI	999	999
92.65547679999145	0.60393660000409	fixation_1	999	999
93.25961229999666	3.045695799999521	face	999	999
96.30535369999416	0.60393660000409	fixation_2	999	999
96.86018530000001	1.0000049999944167	feedback win	999	999
97.86020019999705	5.316405300007318	ITI	999	999
