onset	duration	trial_type	rt	resp
214.99791420000838	0.587536099992576	fixation_1	999	999
215.58565320000343	3.0447350000031292	face	999	999
218.6304350999999	0.587536099992576	fixation_2	999	999
219.18591379999998	1.000505100004375	feedback loss	999	999
220.18642959999852	5.317442400002619	ITI	999	999
225.5193852000084	0.6008710999885807	fixation_1	999	999
226.12045489999582	3.044222100012121	face	999	999
229.1647215999983	0.6008710999885807	fixation_2	999	999
229.72167110000737	1.015986399987014	feedback win	999	999
230.7376676999993	3.21647440000379	ITI	999	999
233.96740110000246	0.6040982999984408	fixation_1	999	999
234.5717061000032	3.0458336000010604	face	999	999
237.61758370000462	0.6040982999984408	fixation_2	999	999
238.1721755000035	1.000118099997053	feedback loss	999	999
239.17230360000394	1.1175549000035971	ITI	999	999
240.30339830000594	0.602454799998668	fixation_1	999	999
240.9060565999971	3.0444545000063954	face	999	999
243.95055670000147	0.602454799998668	fixation_2	999	999
244.50637509999797	1.0001515000039944	feedback win	999	999
245.5065362000023	3.2170923999947263	ITI	999	999
248.7369125999976	0.6035024000011617	fixation_1	999	999
249.34061820000352	3.0446955999941565	face	999	999
252.3853594999964	0.6035024000011617	fixation_2	999	999
252.94099469999492	1.016994200006593	feedback loss	999	999
253.95799850000185	1.1173052999947686	ITI	999	999
255.0886926999956	0.5860463999997592	fixation_1	999	999
255.67494080000324	3.0468259999906877	face	999	999
258.7218198000046	0.5860463999997592	fixation_2	999	999
259.275421600003	1.0001244000013685	feedback loss	999	999
260.27555580000626	1.1174662999983411	ITI	999	999
261.40861179999774	0.5838527000014437	fixation_1	999	999
261.99267180000606	3.0428822999965632	face	999	999
265.0356172000029	0.5838527000014437	fixation_2	999	999
265.5762653999991	1.0007665000011912	feedback loss	999	999
266.5770419000037	1.1176069999928586	ITI	999	999
267.7084451999981	0.5846170000004349	fixation_1	999	999
268.2932647999987	3.0443106000020634	face	999	999
271.3376219000056	0.5846170000004349	fixation_2	999	999
271.8937925000064	1.0000877999991644	feedback win	999	999
272.89389000000665	5.316450199999963	ITI	999	999
278.2237676000077	0.6043069999868749	fixation_1	999	999
278.82827630000247	3.0482252999936463	face	999	999
281.87654640000255	0.6043069999868749	fixation_2	999	999
282.4287203999993	1.0000393000082113	feedback loss	999	999
283.42876989999786	1.1174214000056963	ITI	999	999
284.5598772999947	0.6014993999997387	fixation_1	999	999
285.16152870000224	3.0460348000051454	face	999	999
288.2076101999992	0.6014993999997387	fixation_2	999	999
288.7629778999981	1.000169500010088	feedback loss	999	999
289.7631570999947	3.2169887000054587	ITI	999	999
292.9947647999943	0.5855458000005456	fixation_1	999	999
293.5805118999997	3.0452804999949876	face	999	999
296.625838699998	0.5855458000005456	fixation_2	999	999
297.18096369999694	1.016571300002397	feedback win	999	999
298.1975450000027	5.316870700000436	ITI	999	999
303.5281934999948	0.586781100006192	fixation_1	999	999
304.11510389999603	3.0465383999980986	face	999	999
307.16169950000767	0.586781100006192	fixation_2	999	999
307.7156907000026	1.0001273999951081	feedback loss	999	999
308.7158281000011	5.316897099997732	ITI	999	999
314.0466063000058	0.6200177999999141	fixation_1	999	999
314.6668265000044	3.046360399996047	face	999	999
317.7132299999939	0.6200177999999141	fixation_2	999	999
318.2673386999959	1.000628499998129	feedback win	999	999
319.2679769999959	1.117184200003976	ITI	999	999
320.3993810999964	0.601552799998899	fixation_1	999	999
321.001285300008	3.0435853999952087	face	999	999
324.0449151000066	0.601552799998899	fixation_2	999	999
324.6015011999989	1.000099600001704	feedback loss	999	999
325.60161090000474	1.1173730000009527	ITI	999	999
326.73316820000764	0.5855813999951351	fixation_1	999	999
327.3189577000012	3.044415800002753	face	999	999
330.36341980000725	0.5855813999951351	fixation_2	999	999
330.9197070999944	1.0168380000104662	feedback loss	999	999
331.9365558999998	5.3164824999985285	ITI	999	999
337.26690800000506	0.6032698999915738	fixation_1	999	999
337.8703791000007	3.0417825000040466	face	999	999
340.9122078000073	0.6032698999915738	fixation_2	999	999
341.4540599000029	1.0002290999982506	feedback loss	999	999
342.4542991000053	1.118087499999092	ITI	999	999
343.58664280000085	0.6011355999944499	fixation_1	999	999
344.18798719999904	3.0446945000003325	face	999	999
347.23272860000725	0.6011355999944499	fixation_2	999	999
347.78834100000677	1.0002064000000246	feedback loss	999	999
348.7885571000079	3.21683029999258	ITI	999	999
352.02067969999916	0.6017960000026505	fixation_1	999	999
352.62267900000734	3.0451914000004763	face	999	999
355.66791580000427	0.6017960000026505	fixation_2	999	999
356.222972100004	1.0000673000031384	feedback win	999	999
357.223049799999	7.416365199998836	ITI	999	999
364.6535961000045	0.6039167999988422	fixation_1	999	999
365.2577197000064	3.0430061999941245	face	999	999
368.30077020000317	0.6039167999988422	fixation_2	999	999
368.8415571000078	1.0001766999921529	feedback loss	999	999
369.84174370000255	1.1177555000031134	ITI	999	999
370.97356020000007	0.5850234999961685	fixation_1	999	999
371.5587910000031	3.044487199993455	face	999	999
374.60332179999386	0.5850234999961685	fixation_2	999	999
375.1591102999955	1.0166254000068875	feedback win	999	999
376.1757451000012	1.118457100004889	ITI	999	999
377.30876230000285	0.5839313000033144	fixation_1	999	999
377.89289879999706	3.0444054000108736	face	999	999
380.93735089999973	0.5839313000033144	fixation_2	999	999
381.4933649000013	1.0006701999955112	feedback loss	999	999
382.494045200001	1.117035899995244	ITI	999	999
383.6259229999996	0.5843826000054833	fixation_1	999	999
384.2105118000036	3.04395310000109	face	999	999
387.254511200008	0.5843826000054833	fixation_2	999	999
387.7947734000045	1.016158300000825	feedback loss	999	999
388.81094130000565	3.216831400000956	ITI	999	999
392.0424273999961	0.602441800001543	fixation_1	999	999
392.64507450000383	3.048414299992146	face	999	999
395.6935416000051	0.602441800001543	fixation_2	999	999
396.2455246000027	1.0000743999989936	feedback loss	999	999
397.2456094000081	5.316858799997135	ITI	999	999
402.57674420000694	0.6201560999907088	fixation_1	999	999
403.1971171000041	3.0423701999970945	face	999	999
406.23953130000154	0.6201560999907088	fixation_2	999	999
406.78037950000726	1.0000097999873105	feedback loss	999	999
407.7803994999995	5.31647669999802	ITI	999	999
413.11129359999904	0.6033803000027547	fixation_1	999	999
413.7148773000081	3.0439689999911934	face	999	999
416.75889159999497	0.6033803000027547	fixation_2	999	999
417.31587720000243	1.016476499993587	feedback loss	999	999
418.3323642000032	5.316059000004316	ITI	999	999
423.66296010000224	0.6037501999962842	fixation_1	999	999
424.26692500000354	3.048924300004728	face	999	999
427.31589529999474	0.6037501999962842	fixation_2	999	999
427.86676550000266	1.00029729999369	feedback win	999	999
428.8670729000005	3.21675010000763	ITI	999	999
432.0990535000019	0.6016948000033153	fixation_1	999	999
432.7009546000045	3.043354499997804	face	999	999
435.7443556000071	0.6016948000033153	fixation_2	999	999
436.2848656999995	1.0004621999978554	feedback win	999	999
437.28533759999846	1.117440700007137	ITI	999	999
438.4172661000048	0.6011977000016486	fixation_1	999	999
439.018668100005	3.0455507000006037	face	999	999
442.06426179999835	0.6011977000016486	fixation_2	999	999
442.61884579999605	1.0001994000049308	feedback loss	999	999
443.6190549000021	3.216138999996474	ITI	999	999
446.8510840999952	0.6019355000025826	fixation_1	999	999
447.4532254000078	3.043191699995077	face	999	999
450.496461600007	0.6019355000025826	fixation_2	999	999
451.03790730000765	1.0160111999866785	feedback win	999	999
452.05392859999847	3.216038500002469	ITI	999	999
455.2845712999988	0.6032510000077309	fixation_1	999	999
455.88802569999825	3.0450803999992786	face	999	999
458.9331508000032	0.6032510000077309	fixation_2	999	999
459.4881724000006	1.0001985999988392	feedback win	999	999
460.48838130000513	1.117569399997592	ITI	999	999
461.62141130000236	0.6005010999942897	fixation_1	999	999
462.22211689999676	3.0439130000013392	face	999	999
465.26607729999523	0.6005010999942897	fixation_2	999	999
465.8226630999998	1.0168847000022652	feedback win	999	999
466.839550699995	1.1158198000048287	ITI	999	999
467.97393439999723	0.5975727000040933	fixation_1	999	999
468.57160880000447	3.0515026999928523	face	999	999
471.6231575999991	0.5975727000040933	fixation_2	999	999
472.1733902999986	1.000443600001745	feedback win	999	999
473.17384519999905	1.1178099999960978	ITI	999	999
474.3065826999955	0.6009540000086417	fixation_1	999	999
474.90775709999434	3.044632900011493	face	999	999
477.95243410000694	0.6009540000086417	fixation_2	999	999
478.50761220000277	1.000179599999683	feedback win	999	999
479.5078019000066	5.316781499990611	ITI	999	999
484.83999599999515	0.6019800000067335	fixation_1	999	999
485.4421791000059	3.0456907999905525	face	999	999
488.4879155999952	0.6019800000067335	fixation_2	999	999
489.0427892000007	1.0001276999973925	feedback win	999	999
490.04292720000376	5.317188899993198	ITI	999	999
495.3752622000029	0.6015945999970427	fixation_1	999	999
495.9770667999983	3.044915400008904	face	999	999
499.0220272000006	0.6015945999970427	fixation_2	999	999
499.57749219999823	1.0000137000024552	feedback loss	999	999
500.57751600000483	5.316684499994153	ITI	999	999
